gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
M,FRS,Fire and Rescue Services,Station 18,Fulltime-Regular,Fire/Rescue Lieutenant,1994-02-22,1994,101176.43
M,LIB,Department of Public Libraries,Quince Orchard Library,Fulltime-Regular,Manager III,1999-08-24,1999,99703.46
M,HHS,Department of Health and Human Services,Adult Drug Court,Fulltime-Regular,Supervisory Therapist,1994-11-27,1994,105743.92
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,2015-05-04,2015,16610.68
M,DPS,Department of Permitting Services,Building Construction Permit Processing,Fulltime-Regular,Permit Technician III,2006-09-05,2006,58760.06
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,2015-07-28,2015,80002.98
M,CAT,County Attorney's Office,Insurance Defense Litigation,Fulltime-Regular,Assistant County Attorney III,2014-05-19,2014,110545.64
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Manager III,2006-10-30,2006,115769.63
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer III,2016-12-12,2016,45261.0
F,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Motor Pool Attendant,2007-01-08,2007,44954.32
F,POL,Department of Police,PSB 3rd District Station,Fulltime-Regular,Office Services Coordinator,1998-04-27,1998,64976.91
M,DEP,Department of Environmental Protection,Construction,Fulltime-Regular,Manager III,2001-12-31,2001,135392.0
F,PIO,Office of Public Information,Information,Fulltime-Regular,Public Information Officer II,2001-03-19,2001,100128.62
F,LIB,Department of Public Libraries,Gaithersburg Library,Fulltime-Regular,Manager III,1996-09-16,1996,108847.35
F,HHS,Department of Health and Human Services,Early Childhood Services,Parttime-Regular,Program Manager I,1999-06-21,1999,37972.02
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,2011-08-29,2011,18416.05
M,DTS,Department of Technology Services,ERP Technical Support,Parttime-Regular,Senior Information Technology Specialist,2003-09-08,2003,59200.0
M,DLC,Department of Liquor Control,Burtonsville,Parttime-Regular,Liquor Store Clerk I,1997-06-26,1997,44641.6
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2006-01-09,2006,41953.24
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2000-04-25,2000,51574.16
M,FRS,Fire and Rescue Services,Mobile Volunteer Corp,Fulltime-Regular,Administrative Specialist II,2007-06-25,2007,84974.0
M,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Firefighter/Rescuer III,1999-08-16,1999,94535.0
F,DEP,Department of Environmental Protection,Water Quality Monitoring and Planning,Fulltime-Regular,Senior Water Quality Specialist,2006-05-28,2006,80163.41
M,DOT,Department of Transportation,Transportation Technical Center,Fulltime-Regular,Transportation Systems Technician III,1989-10-22,1989,83497.98
F,HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Community Health Nurse II,2000-12-26,2000,97912.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,1999-01-24,1999,64141.0
F,CEC,Community Engagement Cluster,Community Partnerships,Fulltime-Regular,Program Manager I,2006-08-21,2006,81501.89
F,OHR,Office of Human Resources,Records Management Team,Parttime-Regular,Administrative Specialist I,1998-11-08,1998,34142.21
M,DHS,Office of Emergency Management and Homeland Security,Director's Office,Fulltime-Regular,Manager I,2014-06-30,2014,126630.0
M,FRS,Fire and Rescue Services,Station 20,Fulltime-Regular,Firefighter/Rescuer III,2014-03-10,2014,50910.0
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2014-02-24,2014,58455.0
M,FRS,Fire and Rescue Services,Station 9,Fulltime-Regular,Master Firefighter/Rescuer,1986-09-28,1986,103888.98
F,OHR,Office of Human Resources,Director,Fulltime-Regular,Director Office of Human Resources,2015-03-09,2015,210120.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2011-01-31,2011,37838.73
M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer III,2008-09-02,2008,69573.0
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Sergeant,1987-07-20,1987,107128.71
M,POL,Department of Police,PSB 3rd District Station,Fulltime-Regular,Police Lieutenant,1990-06-25,1990,123902.96
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,2004-01-26,2004,78096.0
M,LIB,Department of Public Libraries,Business Office,Fulltime-Regular,Administrative Specialist II,2007-03-05,2007,74191.61
M,OHR,Office of Human Resources,Stress Management Team,Fulltime-Regular,Psychologist,2016-04-18,2016,107535.0
M,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Firefighter/Rescuer III,2000-09-11,2000,89485.0
M,DGS,Department of General Services,Fleet Management Administration,Fulltime-Regular,Program Manager I,2011-11-21,2011,75241.76
F,CAT,County Attorney's Office,Finance and Procurement,Fulltime-Regular,Assistant County Attorney III,2008-05-12,2008,115288.33
F,HHS,Department of Health and Human Services,Disease Control - Immunization,Fulltime-Regular,Community Services Aide III,1990-08-13,1990,76015.03
F,POL,Department of Police,ISB Criminal Investigations Division,Fulltime-Regular,Office Services Coordinator,2001-06-17,2001,46626.07
M,FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Firefighter/Rescuer III,2013-01-14,2013,57365.0
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,1997-09-29,1997,89620.0
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist III,1995-11-27,1995,91751.37
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader II,1994-03-28,1994,73801.0
M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer III,2002-09-03,2002,86753.0
F,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Firefighter/Rescuer III,1998-08-17,1998,85637.0
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Fire/Rescue Captain,1986-03-16,1986,126781.06
F,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,1997-09-29,1997,89620.0
M,DLC,Department of Liquor Control,Stock Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician III,2015-05-04,2015,35133.58
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,2003-11-03,2003,21766.2
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,2005-12-27,2005,73801.0
M,HRC,Office of Human Rights,Director,Fulltime-Regular,Manager I,2008-09-22,2008,166078.77
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,2000-01-18,2000,77343.0
M,DLC,Department of Liquor Control,Kingsview,Fulltime-Regular,Liquor Store Clerk II,2004-03-12,2004,52095.9
M,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Fire/Rescue Lieutenant,2005-10-17,2005,90235.0
M,POL,Department of Police,PSB 3rd District Special Assignment Team,Fulltime-Regular,Police Sergeant,1997-01-13,1997,103506.0
M,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Information Technology Specialist III,2004-05-17,2004,107657.0
F,HHS,Department of Health and Human Services,Community Action Agency,Fulltime-Regular,Manager III,1990-01-08,1990,115607.01
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff Sergeant,1997-09-29,1997,93945.0
M,FRS,Fire and Rescue Services,Station 10,Fulltime-Regular,Fire/Rescue Captain,2002-02-11,2002,108538.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator II,2003-11-30,2003,55822.8
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,1992-01-27,1992,66065.23
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2014-10-06,2014,53788.0
F,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2015-06-01,2015,51969.0
F,POL,Department of Police,PSB 2nd District Station,Fulltime-Regular,Police Officer III,1992-07-06,1992,92756.7
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2012-07-16,2012,71860.0
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,2003-07-21,2003,77029.0
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,2003-07-21,2003,77029.0
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,2014-08-11,2014,78387.63
M,FRS,Fire and Rescue Services,Second Battalion - Administration,Fulltime-Regular,Fire/Rescue Battalion Chief,1993-09-20,1993,131348.75
M,DPS,Department of Permitting Services,Land Development Permit Processing,Fulltime-Regular,Permit Technician III,2013-11-04,2013,64541.65
M,DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,2016-10-03,2016,53000.0
F,FRS,Fire and Rescue Services,Station 4,Fulltime-Regular,Firefighter/Rescuer III,2014-03-10,2014,56990.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Arborist,2016-04-18,2016,74891.6
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,1999-03-29,1999,81066.0
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,2009-10-26,2009,18416.33
F,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,2006-03-06,2006,69475.0
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2013-08-12,2013,64812.0
M,DTS,Department of Technology Services,Enterprise Telecommunications Services,Fulltime-Regular,Manager II,2000-06-19,2000,156395.29
M,SHF,Sheriff's Office,Administration,Fulltime-Regular,Deputy Sheriff Sergeant,1993-07-26,1993,96763.35
M,SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Deputy Sheriff Sergeant,1999-04-12,1999,93945.0
M,DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,2015-11-02,2015,55129.28
F,LIB,Department of Public Libraries,Little Falls Library,Parttime-Regular,Library Assistant I,2013-01-15,2013,19542.54
M,COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Manager II,1997-10-06,1997,156525.0
M,FRS,Fire and Rescue Services,Station 10,Fulltime-Regular,Firefighter/Rescuer III,2007-09-04,2007,69790.0
M,FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Fire/Rescue Captain,1985-12-01,1985,120617.06
M,POL,Department of Police,PSB 5th District Special Assignment Team,Fulltime-Regular,Police Officer III,2002-07-22,2002,89620.0
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2011-09-12,2011,45049.12
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,2009-12-21,2009,41868.29
F,HHS,Department of Health and Human Services,Care Coordination,Fulltime-Regular,Community Services Aide III,2006-08-07,2006,46325.18
M,DGS,Department of General Services,Contracting and Accounts Payable,Fulltime-Regular,Office Services Coordinator,2000-04-23,2000,67206.0
F,DTS,Department of Technology Services,ESOD Server Support,Fulltime-Regular,Senior Information Technology Specialist,2015-04-20,2015,102151.01
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2006-08-14,2006,50699.16
M,CEX,Offices of the County Executive,Chief Administrative Officer's Office,Fulltime-Regular,Director Criminal Justice Coordinating Commission,1986-12-01,1986,159432.0
M,DOT,Department of Transportation,Traffic Engineering Design and Operations,Fulltime-Regular,Senior Engineer Technician,1999-05-09,1999,68530.21
F,CAT,County Attorney's Office,Support Services,Fulltime-Regular,Legal Secretary II,2014-06-30,2014,51021.06
F,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Services Assistant,1988-03-28,1988,63198.08
M,DPS,Department of Permitting Services,Fire Code Compliance,Fulltime-Regular,Permitting and Code Enforcement Inspector III,2015-09-21,2015,77774.66
F,FRS,Fire and Rescue Services,Station 1,Fulltime-Regular,Master Firefighter/Rescuer,2006-03-27,2006,82206.0
F,HHS,Department of Health and Human Services,TB and Refugee Health,Fulltime-Regular,Community Services Aide III,2006-05-01,2006,56940.2
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,1988-03-14,1988,92756.7
M,POL,Department of Police,ISB Criminal Investigations Division Central Auto Theft Section,Fulltime-Regular,Police Sergeant,1987-09-08,1987,107128.71
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2013-01-29,2013,58455.0
F,POL,Department of Police,ISB Family Crimes Division,Fulltime-Regular,Police Lieutenant,1995-02-06,1995,123902.96
M,POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,Fulltime-Regular,Police Officer III,2010-07-12,2010,65752.0
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,2005-01-18,2005,75453.0
M,DLC,Department of Liquor Control,Clarksburg Village,Fulltime-Regular,Liquor Store Assistant Manager,1999-04-19,1999,68080.73
M,DLC,Department of Liquor Control,Chevy Chase Center,Fulltime-Regular,Liquor Store Assistant Manager,1999-06-16,1999,68080.73
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),2007-10-15,2007,62903.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2008-07-14,2008,46626.08
M,DLC,Department of Liquor Control,Stock Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician III,2013-04-10,2013,36363.35
M,POL,Department of Police,HQ Office of the Chief Internal Affairs Division,Fulltime-Regular,Police Sergeant,1990-06-25,1990,107128.71
M,REC,Department of Recreation,Countywide Programs Sports,Fulltime-Regular,Recreation Specialist,2000-12-18,2000,84974.0
F,LIB,Department of Public Libraries,Davis Library,Parttime-Regular,Library Desk Assistant,2013-09-22,2013,18611.91
F,LIB,Department of Public Libraries,Damascus Library,Parttime-Regular,Library Associate,2007-06-07,2007,24809.23
F,HHS,Department of Health and Human Services,Permanent Supportive Housing,Fulltime-Regular,Social Worker II,2015-08-24,2015,58360.55
M,HHS,Department of Health and Human Services,Adult Protective Services - Nurse Assessment,Fulltime-Regular,Community Health Nurse II,2000-08-21,2000,97912.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2005-03-07,2005,51697.37
M,DPS,Department of Permitting Services,"Team 4 Commercial Electrical, Mechanical and Fire Protection Systems",Fulltime-Regular,Permitting and Code Enforcement Inspector III,1988-09-12,1988,87523.22
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2007-08-27,2007,48258.81
M,SHF,Sheriff's Office,Child Support,Fulltime-Regular,Deputy Sheriff III,1997-09-29,1997,85405.0
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,2014-08-25,2014,61225.27
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,2016-03-08,2016,71150.0
